"id","catagory","hasImage","imageName","question","answerA","answerB","answerC","answerD","correctAnswer"
"511","8","0","","What drivers are required to display L-plates on their vehicle?","Learner drivers who are accompanied by the holder of a full licence in the relevant category.","Drivers who have less than two years driving experience.","Drivers on their second Learner Permit.","All learner permit holders except those driving agricultural tractors and works vehicles.","D"
"512","8","0","","What restriction will be noted on a driverâ€™s full licence if they have passed their test on a vehicle with automatic transmission?","They may not tow a trailer.","They may not drive at speeds of more than 80 km/h.","They must continue to display 'L' plates.","They may not drive vehicles with manual transmission.","D"
"513","8","0","","What roads are learner permit holders allowed to drive on?","All roads.","All roads except motorways and dual-carriageways.","All roads except motorways.","All roads except dual-carriageways.","C"
"514","8","0","","How should an L-plate be composed?","A white L on a yellow background.","A green L on a white background.","A red L on a transparent background.","A red L on a white background.","D"
"515","8","0","","Which roads are Learner Permit holders not allowed to drive on?","They may not drive on dual-carriageways.","They may drive on all roads.","They may not drive on national primary roads.","They may not drive on motorways.","D"
"516","8","0","","Which learner permit holders are exempt from having to be accompanied by qualified drivers?","Learner permit holders in categories A, Al and M.","Learner permit holders in categories A, Al and M.","None.","All.","A"
"517","8","0","","Where can drivers locate the Gross Vehicle Weight of their vehicle?","On a metal plate in the vehicle.","On the tachograph.","On the insurance disc.","On the Tax Disc.","A"
"518","8","0","","Is it permitted to use a vehicle in a public place without a current tax disc displayed?","Yes, but for not more than one month after the expiry of the previous disc.","No. all motor vehicles must be taxed before the vehicle is taken on the road.","Yes, but for not more than 14 days after the expiry of the previous disc.","Yes, but for not more than 10 days after the expiry of the previous disc.","B"
"520","8","0","","If a driver wishes to drive a vehicle but the tax disc is expired, what should they do?","Notify the Gardai.","Drive it only in case of an emergency.","They should not drive it.","Renew it within 10 days of expiry.","C"
"521","8","0","","If a driver wishes to drive another vehicle which is not currently taxed, would they be allowed to transfer the current tax disc from their own vehicle onto it?","Only when the proper form has been completed.","No. Tax discs are not transferable.","Yes, on a temporary basis.","Yes, provided your own vehicle is not being used at the same time.","B"
"522","8","0","","When a vehicle is being driven by a person who is not its owner, who should ensure that the correct tax disc is displayed?","The driver, where not the owner.","The driver and the owner of the vehicle are equally responsible.","The owner, where not the driver.","The government.","B"
"523","8","0","","When must a current tax disc be displayed on a new vehicle on a public road?","At all times.","Not later than 3 months after registration.","Only when driving on motorways.","Not later than 6 months after registration.","A"
"524","8","0","","Who may demand to see a driverâ€™s vehicle registration document/vehicle licensing certificate?","Any person with whom you are involved in an accident.","Any garda.","Anyone.","Any traffic Warden.","B"
"525","8","0","","When a vehicle is being driven by a person who is not its owner but who has the ownerâ€™s consent, who should ensure that the vehicle is properly insured?","Both the driver and the vehicle owner.","The vehicle owner only.","The driver only.","The drivers closest relative.","A"
"526","8","0","","Is a driver still insured to drive their vehicle after their insurance policy has expired?","No. the vehicle is not insured after the expiry of the policy.","Yes, up to 10 days after expiry.","Yes, up to 30 days after expiry.","Yes, up to 14 days after expiry.","A"
"527","8","0","","If a driver wishes to drive another privately-owned vehicle but they are uncertain if they are insured to drive, what should they do?","Drive it provided the driver informs the insurance company within 10 days, and agree to pay any additional premium.","Drive if there is an insurance disc on the vehicle.","Transfer the insurance disc from their own vehicle .","A driver should contact their own insurer to confirm whether or not their insurance policy covers the driving of other vehicles.","D"
